JAJA,0
LANDO,0
BANANA,750
BAN,0
BABA,0
KAKA,50
pepe,0
juab,300
papa,50
banma,150
PAPA,50
panam,1550
mana,0
MANCO,0
dario,350
nana,0
lala,50
manco,0
poro,0
bana,0
Sasa,50
